batch_id,machine_id,plant_id,start_time,end_time,units_produced,units_defective,defect_rate,product_line,shift,batch_status
BCH-0050796,MCH-0469,PLT-03,2024-06-04 10:36:25,2024-06-04 20:36:25,1412,193,0.1368,PLC,Morning,Passed
BCH-0050797,MCH-0291,PLT-09,2024-05-26 14:32:02,2024-05-27 04:32:02,1604,271,0.1692,PLC,Morning,Under Review
BCH-0050798,MCH-0173,PLT-09,2022-11-23 17:44:25,2022-11-23 20:44:25,1019,54,0.0536,Drive,Morning,Under Review
BCH-0050799,MCH-0039,PLT-08,2022-08-07 02:09:06,2022-08-07 21:09:06,1254,95,0.0763,PLC,Morning,Passed
BCH-0050800,MCH-0213,PLT-02,2023-01-02 16:13:24,2023-01-03 13:13:24,1004,64,0.0643,HMI,Night,Failed
BCH-0050801,MCH-0025,PLT-03,2022-07-20 05:42:04,2022-07-20 12:42:04,477,21,0.0445,HMI,Night,Under Review
BCH-0050802,MCH-0397,PLT-02,2022-04-01 18:50:40,2022-04-02 11:50:40,658,33,0.0514,Sensor,Afternoon,Passed
BCH-0050803,MCH-0388,PLT-03,2023-06-19 16:52:25,2023-06-20 15:52:25,1826,300,0.1647,Relay,Morning,Passed
BCH-0050804,MCH-0485,PLT-09,2022-05-13 10:52:01,2022-05-13 16:52:01,1385,61,0.0443,PLC,Morning,Passed
BCH-0050805,MCH-0005,PLT-10,2024-04-20 17:19:53,2024-04-21 09:19:53,175,33,0.1939,Drive,Night,Passed
BCH-0050806,MCH-0392,PLT-02,2022-10-07 04:44:19,2022-10-07 11:44:19,187,11,0.0609,Drive,Morning,Passed
BCH-0050807,MCH-0200,PLT-07,2023-02-22 02:37:09,2023-02-22 23:37:09,1286,152,0.1182,PLC,Morning,Failed
BCH-0050808,MCH-0441,PLT-05,2023-11-07 05:23:09,2023-11-07 16:23:09,1469,308,0.2098,Relay,Morning,Passed
BCH-0050809,MCH-0228,PLT-03,2023-11-16 05:14:57,2023-11-17 03:14:57,565,43,0.0772,Sensor,Afternoon,Passed
BCH-0050810,MCH-0054,PLT-09,2023-09-19 08:06:23,2023-09-19 16:06:23,1759,78,0.0449,Sensor,Night,Passed
BCH-0050811,MCH-0293,PLT-08,2022-02-17 02:31:25,2022-02-17 15:31:25,1569,230,0.1472,Sensor,Morning,Under Review
BCH-0050812,MCH-0330,PLT-07,2022-03-14 17:42:55,2022-03-15 15:42:55,699,52,0.0758,Drive,Afternoon,Failed
BCH-0050813,MCH-0025,PLT-05,2023-03-14 08:49:58,2023-03-15 05:49:58,1364,67,0.0494,Drive,Night,Passed
BCH-0050814,MCH-0466,PLT-06,2022-02-23 00:52:27,2022-02-23 08:52:27,758,30,0.0403,Sensor,Night,Passed
BCH-0050815,MCH-0098,PLT-01,2024-11-03 08:12:20,2024-11-03 22:12:20,1721,98,0.057,PLC,Morning,Passed
BCH-0050816,MCH-0254,PLT-01,2022-08-26 23:08:37,2022-08-27 15:08:37,385,43,0.1128,PLC,Night,Passed
BCH-0050817,MCH-0105,PLT-04,2023-10-29 05:04:14,2023-10-29 21:04:14,455,42,0.0928,Relay,Night,Passed
BCH-0050818,MCH-0266,PLT-07,2023-07-23 23:23:50,2023-07-24 13:23:50,108,2,0.0243,HMI,Night,Passed
BCH-0050819,MCH-0328,PLT-10,2024-02-06 11:12:26,2024-02-06 16:12:26,754,102,0.1357,Sensor,Afternoon,Under Review
BCH-0050820,MCH-0247,PLT-09,2023-10-03 14:02:22,2023-10-04 03:02:22,918,45,0.0498,Sensor,Afternoon,Passed
BCH-0050821,MCH-0298,PLT-07,2022-12-12 21:34:34,2022-12-13 16:34:34,1462,161,0.1103,Sensor,Night,Passed
BCH-0050822,MCH-0406,PLT-05,2023-08-05 02:10:29,2023-08-06 01:10:29,1092,40,0.0375,Drive,Night,Passed
BCH-0050823,MCH-0059,PLT-09,2023-10-18 20:41:18,2023-10-19 12:41:18,1551,39,0.0256,Sensor,Afternoon,Passed
BCH-0050824,MCH-0223,PLT-07,2023-10-27 00:56:25,2023-10-27 15:56:25,1504,218,0.1452,PLC,Morning,Under Review
BCH-0050825,MCH-0058,PLT-07,2024-12-03 10:06:50,2024-12-04 04:06:50,132,15,0.1201,PLC,Afternoon,Passed
BCH-0050826,MCH-0011,PLT-07,2022-04-06 04:02:01,2022-04-06 18:02:01,1464,169,0.1156,PLC,Morning,Passed
BCH-0050827,MCH-0215,PLT-07,2024-06-28 01:42:26,2024-06-28 22:42:26,1208,72,0.0599,Drive,Afternoon,Failed
BCH-0050828,MCH-0238,PLT-09,2023-11-26 08:47:44,2023-11-27 02:47:44,1057,77,0.0734,Sensor,Afternoon,Failed
BCH-0050829,MCH-0311,PLT-07,2023-10-08 16:19:21,2023-10-09 11:19:21,1293,212,0.1643,Sensor,Afternoon,Failed
BCH-0050830,MCH-0312,PLT-09,2022-02-04 00:39:47,2022-02-04 04:39:47,728,19,0.0268,HMI,Night,Failed
BCH-0050831,MCH-0237,PLT-10,2023-11-04 18:45:27,2023-11-05 13:45:27,475,50,0.1058,Sensor,Night,Passed
BCH-0050832,MCH-0485,PLT-06,2024-03-05 12:52:05,2024-03-05 20:52:05,108,14,0.1361,Drive,Afternoon,Passed
BCH-0050833,MCH-0483,PLT-06,2024-11-23 02:33:35,2024-11-23 16:33:35,1140,77,0.0682,PLC,Night,Passed
BCH-0050834,MCH-0035,PLT-05,2023-03-07 20:21:25,2023-03-08 01:21:25,1196,181,0.152,PLC,Afternoon,Passed
BCH-0050835,MCH-0075,PLT-04,2023-10-15 21:11:22,2023-10-16 17:11:22,1771,198,0.112,Drive,Night,Passed
BCH-0050836,MCH-0031,PLT-08,2023-09-23 21:22:53,2023-09-24 00:22:53,1697,407,0.2402,PLC,Morning,Failed
BCH-0050837,MCH-0082,PLT-03,2023-07-23 05:40:34,2023-07-23 09:40:34,1423,62,0.0436,HMI,Morning,Under Review
BCH-0050838,MCH-0379,PLT-10,2024-11-16 18:14:00,2024-11-17 07:14:00,1694,173,0.1027,Drive,Afternoon,Passed
BCH-0050839,MCH-0387,PLT-01,2024-02-14 14:11:40,2024-02-14 19:11:40,1868,164,0.0879,Sensor,Morning,Failed
BCH-0050840,MCH-0342,PLT-03,2022-08-09 09:17:30,2022-08-09 23:17:30,1408,223,0.1584,Sensor,Morning,Passed
BCH-0050841,MCH-0033,PLT-09,2024-04-13 05:33:56,2024-04-13 21:33:56,214,17,0.0822,PLC,Night,Passed
BCH-0050842,MCH-0332,PLT-05,2022-02-10 22:30:31,2022-02-11 20:30:31,976,155,0.1598,Relay,Afternoon,Passed
BCH-0050843,MCH-0172,PLT-05,2022-07-21 10:11:56,2022-07-21 22:11:56,1110,85,0.0774,PLC,Morning,Passed
BCH-0050844,MCH-0384,PLT-03,2024-04-11 18:33:37,2024-04-11 23:33:37,399,11,0.0299,Relay,Afternoon,Failed
BCH-0050845,MCH-0084,PLT-05,2024-12-10 23:06:00,2024-12-11 00:06:00,1226,86,0.0707,Drive,Afternoon,Passed
BCH-0050846,MCH-0444,PLT-04,2024-10-20 13:51:42,2024-10-21 04:51:42,1106,48,0.0442,Drive,Morning,Failed
BCH-0050847,MCH-0347,PLT-09,2024-06-28 09:41:51,2024-06-28 16:41:51,603,33,0.0556,PLC,Morning,Under Review
BCH-0050848,MCH-0227,PLT-06,2023-09-25 15:40:26,2023-09-26 08:40:26,869,78,0.09,Drive,Afternoon,Under Review
BCH-0050849,MCH-0194,PLT-04,2023-07-22 04:10:41,2023-07-22 08:10:41,793,16,0.0205,Drive,Afternoon,Passed
BCH-0050850,MCH-0186,PLT-05,2023-04-14 08:04:27,2023-04-15 00:04:27,429,12,0.0284,HMI,Afternoon,Passed
BCH-0050851,MCH-0392,PLT-05,2023-12-20 12:54:08,2023-12-21 07:54:08,763,113,0.1481,Relay,Night,Passed
BCH-0050852,MCH-0416,PLT-05,2024-02-15 18:23:17,2024-02-16 09:23:17,1080,172,0.1598,Drive,Afternoon,Passed
BCH-0050853,MCH-0476,PLT-10,2022-03-27 11:36:45,2022-03-27 13:36:45,1385,264,0.1908,HMI,Afternoon,Under Review
BCH-0050854,MCH-0412,PLT-05,2024-08-30 22:31:06,2024-08-31 09:31:06,232,34,0.1474,PLC,Morning,Passed
BCH-0050855,MCH-0225,PLT-04,2024-02-26 08:31:16,2024-02-26 21:31:16,733,17,0.0234,Relay,Morning,Passed
BCH-0050856,MCH-0421,PLT-04,2022-01-03 21:24:44,2022-01-04 12:24:44,1216,31,0.0262,HMI,Morning,Passed
BCH-0050857,MCH-0251,PLT-02,2024-02-25 01:42:10,2024-02-25 20:42:10,1189,38,0.0321,PLC,Morning,Passed
BCH-0050858,MCH-0308,PLT-03,2024-01-08 21:55:29,2024-01-09 06:55:29,1782,188,0.1057,Sensor,Night,Passed
BCH-0050859,MCH-0023,PLT-05,2022-11-29 02:00:43,2022-11-29 20:00:43,1902,180,0.0951,Relay,Morning,Passed
BCH-0050860,MCH-0288,PLT-04,2023-05-23 09:08:24,2023-05-24 05:08:24,1026,28,0.0275,PLC,Afternoon,Passed
BCH-0050861,MCH-0394,PLT-08,2024-02-15 09:57:56,2024-02-16 06:57:56,1038,52,0.0501,Relay,Morning,Passed
BCH-0050862,MCH-0439,PLT-01,2024-05-23 22:32:41,2024-05-24 01:32:41,658,23,0.036,PLC,Morning,Passed
BCH-0050863,MCH-0258,PLT-09,2023-05-16 15:36:50,2023-05-16 18:36:50,113,14,0.129,Relay,Night,Passed
BCH-0050864,MCH-0236,PLT-06,2024-05-24 05:31:01,2024-05-24 20:31:01,766,117,0.1536,Drive,Afternoon,Passed
BCH-0050865,MCH-0048,PLT-10,2023-12-12 01:49:24,2023-12-12 11:49:24,116,18,0.1586,HMI,Morning,Passed
BCH-0050866,MCH-0284,PLT-05,2022-06-20 16:10:59,2022-06-21 06:10:59,204,31,0.1523,Relay,Morning,Passed
BCH-0050867,MCH-0379,PLT-09,2024-06-15 09:24:11,2024-06-15 19:24:11,1502,285,0.1902,PLC,Night,Failed
BCH-0050868,MCH-0028,PLT-08,2023-02-20 08:55:23,2023-02-21 01:55:23,1458,169,0.1161,Drive,Afternoon,Passed
BCH-0050869,MCH-0343,PLT-02,2022-11-26 02:01:25,2022-11-26 19:01:25,1781,77,0.0436,Relay,Morning,Passed
BCH-0050870,MCH-0258,PLT-08,2024-04-10 07:00:23,2024-04-11 03:00:23,1246,240,0.1927,Drive,Morning,Passed
BCH-0050871,MCH-0253,PLT-06,2024-06-02 09:19:34,2024-06-02 10:19:34,1687,209,0.1244,Drive,Morning,Passed
BCH-0050872,MCH-0240,PLT-07,2024-09-24 00:55:13,2024-09-24 05:55:13,533,31,0.0598,Sensor,Morning,Failed
BCH-0050873,MCH-0153,PLT-07,2023-03-28 04:05:25,2023-03-28 17:05:25,1903,85,0.0449,Sensor,Night,Passed
BCH-0050874,MCH-0251,PLT-04,2023-10-27 01:43:28,2023-10-27 23:43:28,1990,107,0.054,Sensor,Afternoon,Passed
BCH-0050875,MCH-0315,PLT-03,2022-07-21 19:11:06,2022-07-22 16:11:06,162,14,0.0882,Drive,Morning,Passed
BCH-0050876,MCH-0113,PLT-06,2023-02-01 04:30:42,2023-02-01 10:30:42,861,60,0.07,Relay,Morning,Passed
BCH-0050877,MCH-0214,PLT-02,2024-04-17 03:37:09,2024-04-18 00:37:09,122,32,0.2667,HMI,Morning,Passed
BCH-0050878,MCH-0468,PLT-05,2022-06-05 09:29:21,2022-06-06 04:29:21,960,26,0.0277,Drive,Night,Passed
BCH-0050879,MCH-0223,PLT-07,2023-08-25 21:36:28,2023-08-26 16:36:28,951,35,0.0376,Relay,Night,Passed
BCH-0050880,MCH-0136,PLT-02,2024-06-15 14:30:15,2024-06-16 00:30:15,1355,269,0.199,HMI,Afternoon,Failed
BCH-0050881,MCH-0220,PLT-07,2022-03-04 09:27:14,2022-03-04 20:27:14,1363,46,0.0342,Sensor,Morning,Passed
BCH-0050882,MCH-0438,PLT-04,2022-10-23 05:50:12,2022-10-24 02:50:12,1605,197,0.1229,HMI,Morning,Passed
BCH-0050883,MCH-0347,PLT-03,2023-12-02 22:27:58,2023-12-03 17:27:58,1486,98,0.0663,Relay,Night,Failed
BCH-0050884,MCH-0018,PLT-01,2022-12-24 12:12:01,2022-12-24 21:12:01,928,60,0.0648,Relay,Night,Passed
BCH-0050885,MCH-0392,PLT-04,2022-06-14 21:06:59,2022-06-15 10:06:59,965,62,0.0644,PLC,Night,Passed
BCH-0050886,MCH-0034,PLT-06,2022-10-02 11:00:29,2022-10-03 10:00:29,1561,396,0.2541,Relay,Afternoon,Failed
BCH-0050887,MCH-0063,PLT-01,2022-03-27 13:42:56,2022-03-28 12:42:56,744,172,0.2315,PLC,Afternoon,Under Review
BCH-0050888,MCH-0408,PLT-08,2023-12-01 22:02:56,2023-12-02 12:02:56,637,61,0.0964,Relay,Afternoon,Passed
BCH-0050889,MCH-0401,PLT-01,2022-01-28 17:44:17,2022-01-29 01:44:17,1773,118,0.0669,Drive,Afternoon,Passed
BCH-0050890,MCH-0291,PLT-08,2023-08-10 10:15:02,2023-08-11 06:15:02,518,52,0.1007,PLC,Morning,Failed
BCH-0050891,MCH-0120,PLT-03,2024-06-01 02:10:40,2024-06-01 07:10:40,1211,38,0.0315,HMI,Night,Passed
BCH-0050892,MCH-0387,PLT-04,2022-12-02 21:26:31,2022-12-03 06:26:31,1203,65,0.0545,PLC,Night,Passed
BCH-0050893,MCH-0399,PLT-02,2023-11-21 03:58:26,2023-11-22 02:58:26,208,24,0.1194,Drive,Afternoon,Passed
BCH-0050894,MCH-0137,PLT-08,2023-09-02 15:06:45,2023-09-03 03:06:45,127,8,0.0669,HMI,Night,Passed
BCH-0050895,MCH-0218,PLT-06,2024-05-18 19:51:42,2024-05-19 09:51:42,1636,411,0.2514,Sensor,Afternoon,Failed
BCH-0050896,MCH-0039,PLT-03,2023-12-05 17:35:29,2023-12-06 12:35:29,329,4,0.0127,PLC,Afternoon,Passed
BCH-0050897,MCH-0256,PLT-06,2022-03-02 04:46:59,2022-03-02 22:46:59,667,26,0.039,PLC,Night,Passed
BCH-0050898,MCH-0447,PLT-07,2022-05-22 20:23:59,2022-05-23 10:23:59,140,1,0.0137,PLC,Morning,Passed
BCH-0050899,MCH-0352,PLT-01,2022-07-14 01:38:03,2022-07-14 20:38:03,1212,161,0.1329,Relay,Afternoon,Passed
BCH-0050900,MCH-0034,PLT-08,2024-12-19 04:26:31,2024-12-19 07:26:31,572,64,0.1119,Drive,Morning,Failed
BCH-0050901,MCH-0441,PLT-01,2023-02-16 04:07:16,2023-02-16 18:07:16,309,16,0.0536,HMI,Morning,Failed
BCH-0050902,MCH-0145,PLT-02,2024-01-19 06:53:21,2024-01-20 03:53:21,1775,23,0.0135,Relay,Night,Passed
BCH-0050903,MCH-0276,PLT-04,2023-07-31 12:46:58,2023-07-31 21:46:58,1508,103,0.0685,Relay,Night,Failed
BCH-0050904,MCH-0459,PLT-06,2023-01-07 20:31:01,2023-01-07 23:31:01,950,213,0.2251,Sensor,Night,Failed
BCH-0050905,MCH-0008,PLT-03,2023-02-22 23:44:53,2023-02-23 20:44:53,448,48,0.1075,Drive,Morning,Passed
BCH-0050906,MCH-0396,PLT-10,2023-05-23 13:43:41,2023-05-24 06:43:41,1570,162,0.1033,Drive,Afternoon,Under Review
BCH-0050907,MCH-0098,PLT-03,2024-03-08 18:53:02,2024-03-09 13:53:02,891,61,0.069,Relay,Morning,Failed
BCH-0050908,MCH-0310,PLT-03,2022-06-23 08:56:52,2022-06-23 14:56:52,1649,108,0.0656,PLC,Afternoon,Passed
BCH-0050909,MCH-0308,PLT-09,2024-04-21 02:06:54,2024-04-21 05:06:54,1094,42,0.0384,PLC,Morning,Passed
BCH-0050910,MCH-0010,PLT-02,2023-03-14 16:45:00,2023-03-15 03:45:00,1539,52,0.034,PLC,Night,Passed
BCH-0050911,MCH-0464,PLT-08,2022-07-04 01:58:01,2022-07-04 03:58:01,1372,75,0.0548,Drive,Night,Failed
BCH-0050912,MCH-0201,PLT-06,2023-04-15 12:31:48,2023-04-15 15:31:48,1100,110,0.1008,Relay,Afternoon,Failed
BCH-0050913,MCH-0139,PLT-05,2023-01-11 17:56:07,2023-01-12 08:56:07,486,77,0.1602,Drive,Night,Passed
BCH-0050914,MCH-0494,PLT-01,2022-08-25 15:53:29,2022-08-26 02:53:29,1743,111,0.064,Drive,Afternoon,Passed
BCH-0050915,MCH-0127,PLT-07,2023-08-21 01:48:02,2023-08-21 22:48:02,1092,109,0.1005,Relay,Morning,Passed
BCH-0050916,MCH-0094,PLT-02,2022-06-28 02:26:59,2022-06-28 05:26:59,713,39,0.0557,HMI,Morning,Passed
BCH-0050917,MCH-0361,PLT-05,2024-05-14 19:27:12,2024-05-15 06:27:12,1539,200,0.1304,HMI,Night,Passed
BCH-0050918,MCH-0423,PLT-08,2024-12-17 08:53:49,2024-12-17 17:53:49,74,3,0.0461,Relay,Afternoon,Passed
BCH-0050919,MCH-0064,PLT-07,2024-06-02 11:13:24,2024-06-03 10:13:24,745,136,0.183,PLC,Morning,Passed
BCH-0050920,MCH-0159,PLT-06,2022-03-22 16:58:29,2022-03-23 13:58:29,310,15,0.051,Relay,Night,Failed
BCH-0050921,MCH-0225,PLT-09,2023-02-03 16:51:38,2023-02-03 21:51:38,691,32,0.0465,PLC,Afternoon,Failed
BCH-0050922,MCH-0435,PLT-09,2022-05-14 15:17:05,2022-05-14 22:17:05,1716,89,0.052,Sensor,Morning,Passed
BCH-0050923,MCH-0329,PLT-02,2023-01-13 17:49:21,2023-01-14 01:49:21,921,21,0.0232,HMI,Night,Passed
BCH-0050924,MCH-0239,PLT-08,2022-05-28 17:56:56,2022-05-29 11:56:56,1231,157,0.1283,PLC,Morning,Under Review
BCH-0050925,MCH-0086,PLT-01,2023-11-13 19:11:21,2023-11-14 17:11:21,1278,6,0.0048,Relay,Morning,Passed
BCH-0050926,MCH-0174,PLT-04,2024-05-24 07:19:29,2024-05-25 00:19:29,816,57,0.0709,PLC,Night,Failed
BCH-0050927,MCH-0214,PLT-02,2023-02-08 05:42:37,2023-02-08 13:42:37,1257,185,0.1476,Relay,Night,Passed
BCH-0050928,MCH-0097,PLT-03,2023-04-27 07:12:32,2023-04-27 17:12:32,1473,88,0.0602,PLC,Morning,Passed
BCH-0050929,MCH-0167,PLT-05,2023-07-08 14:37:09,2023-07-08 19:37:09,1087,86,0.0798,Sensor,Morning,Failed
BCH-0050930,MCH-0374,PLT-01,2022-10-16 08:52:26,2022-10-16 18:52:26,778,22,0.029,Drive,Night,Under Review
BCH-0050931,MCH-0465,PLT-05,2022-04-11 13:50:19,2022-04-11 23:50:19,1533,313,0.2046,Sensor,Morning,Passed
BCH-0050932,MCH-0024,PLT-02,2023-10-06 23:23:35,2023-10-07 03:23:35,666,44,0.0673,PLC,Afternoon,Passed
BCH-0050933,MCH-0257,PLT-10,2022-10-05 16:41:14,2022-10-06 01:41:14,629,71,0.114,Drive,Morning,Passed
BCH-0050934,MCH-0378,PLT-07,2023-08-17 01:37:25,2023-08-17 19:37:25,946,156,0.1659,HMI,Morning,Passed
BCH-0050935,MCH-0073,PLT-05,2024-11-06 10:22:19,2024-11-06 18:22:19,1736,127,0.0736,Drive,Morning,Passed
BCH-0050936,MCH-0196,PLT-01,2024-10-22 09:47:11,2024-10-22 17:47:11,1949,37,0.0192,Sensor,Afternoon,Passed
BCH-0050937,MCH-0457,PLT-01,2024-10-12 03:28:54,2024-10-12 20:28:54,1169,90,0.0774,PLC,Night,Under Review
BCH-0050938,MCH-0436,PLT-05,2023-07-10 18:51:38,2023-07-11 07:51:38,970,123,0.1272,Drive,Morning,Passed
BCH-0050939,MCH-0411,PLT-07,2024-10-17 08:01:27,2024-10-17 17:01:27,888,50,0.0572,Relay,Afternoon,Passed
BCH-0050940,MCH-0021,PLT-02,2023-11-04 17:20:20,2023-11-05 15:20:20,982,147,0.1498,Relay,Afternoon,Passed
BCH-0050941,MCH-0434,PLT-05,2024-03-28 18:45:52,2024-03-29 11:45:52,1782,23,0.0131,PLC,Afternoon,Failed
BCH-0050942,MCH-0003,PLT-02,2023-09-04 15:10:18,2023-09-05 08:10:18,1777,393,0.2217,PLC,Night,Under Review
BCH-0050943,MCH-0056,PLT-01,2024-02-18 17:43:11,2024-02-19 02:43:11,961,92,0.0963,Relay,Afternoon,Passed
BCH-0050944,MCH-0434,PLT-02,2024-03-11 19:53:47,2024-03-12 11:53:47,362,45,0.1259,HMI,Morning,Failed
BCH-0050945,MCH-0225,PLT-02,2023-03-29 05:36:26,2023-03-29 09:36:26,202,6,0.0346,PLC,Night,Under Review
BCH-0050946,MCH-0470,PLT-08,2023-04-30 07:49:03,2023-04-30 15:49:03,1306,166,0.1272,Drive,Night,Passed
BCH-0050947,MCH-0143,PLT-03,2023-09-18 08:27:23,2023-09-19 02:27:23,94,9,0.103,HMI,Afternoon,Passed
BCH-0050948,MCH-0057,PLT-08,2023-09-10 22:19:20,2023-09-11 17:19:20,472,83,0.1759,PLC,Night,Passed
BCH-0050949,MCH-0129,PLT-08,2022-12-03 17:19:32,2022-12-03 21:19:32,1388,129,0.0932,Sensor,Afternoon,Passed
BCH-0050950,MCH-0204,PLT-01,2022-09-19 01:32:37,2022-09-19 16:32:37,1159,30,0.0259,Relay,Night,Passed
BCH-0050951,MCH-0250,PLT-01,2022-11-09 03:26:42,2022-11-09 17:26:42,232,20,0.09,Relay,Morning,Under Review
BCH-0050952,MCH-0022,PLT-03,2024-05-20 18:07:40,2024-05-21 01:07:40,82,11,0.1417,Sensor,Afternoon,Passed
BCH-0050953,MCH-0394,PLT-01,2023-02-07 05:25:50,2023-02-07 11:25:50,1555,119,0.0766,Relay,Night,Passed
BCH-0050954,MCH-0368,PLT-10,2024-08-04 08:19:54,2024-08-04 20:19:54,721,72,0.1008,Sensor,Morning,Passed
BCH-0050955,MCH-0339,PLT-01,2022-10-27 15:23:12,2022-10-28 09:23:12,990,17,0.0174,Sensor,Afternoon,Passed
BCH-0050956,MCH-0091,PLT-06,2022-04-16 09:02:54,2022-04-16 11:02:54,1312,90,0.0688,Drive,Afternoon,Passed
BCH-0050957,MCH-0141,PLT-04,2023-05-26 16:14:54,2023-05-27 09:14:54,1230,56,0.046,Sensor,Morning,Passed
BCH-0050958,MCH-0161,PLT-07,2024-01-09 19:14:40,2024-01-10 13:14:40,1271,134,0.1056,Drive,Morning,Under Review
BCH-0050959,MCH-0500,PLT-02,2022-09-21 19:28:38,2022-09-22 04:28:38,1116,17,0.0154,Drive,Night,Passed
BCH-0050960,MCH-0377,PLT-10,2022-07-02 01:57:48,2022-07-02 18:57:48,980,108,0.111,Relay,Afternoon,Passed
BCH-0050961,MCH-0250,PLT-07,2022-11-22 13:39:33,2022-11-22 15:39:33,783,90,0.115,Relay,Night,Passed
BCH-0050962,MCH-0184,PLT-06,2022-06-11 04:48:08,2022-06-12 00:48:08,1619,90,0.0556,PLC,Morning,Passed
BCH-0050963,MCH-0169,PLT-02,2023-04-08 04:50:39,2023-04-09 02:50:39,1249,347,0.2781,Relay,Afternoon,Passed
BCH-0050964,MCH-0297,PLT-10,2024-05-22 22:51:37,2024-05-23 07:51:37,82,8,0.0999,HMI,Morning,Passed
BCH-0050965,MCH-0101,PLT-08,2022-12-26 13:55:34,2022-12-27 03:55:34,736,115,0.1573,Drive,Night,Passed
BCH-0050966,MCH-0028,PLT-05,2023-07-25 20:43:55,2023-07-25 23:43:55,915,111,0.1223,Sensor,Afternoon,Passed
BCH-0050967,MCH-0001,PLT-07,2023-04-23 00:20:34,2023-04-23 13:20:34,1119,38,0.0347,HMI,Morning,Passed
BCH-0050968,MCH-0352,PLT-04,2023-04-07 10:28:45,2023-04-08 05:28:45,1824,187,0.1026,Sensor,Night,Passed
BCH-0050969,MCH-0429,PLT-02,2022-08-23 09:48:33,2022-08-23 19:48:33,1116,60,0.0539,HMI,Night,Failed
BCH-0050970,MCH-0196,PLT-05,2022-07-27 23:07:29,2022-07-28 00:07:29,235,41,0.1754,PLC,Afternoon,Passed
BCH-0050971,MCH-0370,PLT-07,2022-07-25 04:13:00,2022-07-25 07:13:00,1309,54,0.0416,Relay,Afternoon,Passed
BCH-0050972,MCH-0034,PLT-08,2022-04-21 18:51:05,2022-04-22 14:51:05,239,29,0.1235,HMI,Afternoon,Passed
BCH-0050973,MCH-0142,PLT-09,2023-09-04 17:43:10,2023-09-04 22:43:10,645,100,0.1559,HMI,Morning,Passed
BCH-0050974,MCH-0347,PLT-02,2024-08-30 21:16:57,2024-08-31 14:16:57,1460,139,0.0955,Sensor,Night,Failed
BCH-0050975,MCH-0164,PLT-04,2023-06-12 14:33:10,2023-06-13 12:33:10,822,38,0.0474,Drive,Afternoon,Passed
BCH-0050976,MCH-0457,PLT-03,2024-06-29 07:24:34,2024-06-30 04:24:34,1669,307,0.1843,HMI,Morning,Passed
BCH-0050977,MCH-0390,PLT-09,2024-02-10 02:59:58,2024-02-10 03:59:58,546,81,0.1491,HMI,Morning,Passed
BCH-0050978,MCH-0009,PLT-03,2023-08-13 03:18:45,2023-08-13 12:18:45,1113,34,0.031,Drive,Night,Passed
BCH-0050979,MCH-0089,PLT-03,2023-04-18 11:30:32,2023-04-18 21:30:32,606,8,0.0142,Sensor,Afternoon,Failed
BCH-0050980,MCH-0131,PLT-05,2022-11-07 02:35:10,2022-11-07 19:35:10,266,21,0.0809,Sensor,Afternoon,Passed
BCH-0050981,MCH-0380,PLT-07,2024-01-15 13:04:24,2024-01-16 00:04:24,1188,141,0.1191,Relay,Afternoon,Passed
BCH-0050982,MCH-0254,PLT-05,2023-10-11 03:22:03,2023-10-11 22:22:03,278,34,0.1254,HMI,Morning,Passed
BCH-0050983,MCH-0413,PLT-05,2024-04-14 01:58:12,2024-04-14 20:58:12,1166,56,0.0484,Sensor,Afternoon,Passed
BCH-0050984,MCH-0071,PLT-10,2023-11-09 11:15:45,2023-11-09 13:15:45,452,98,0.2186,HMI,Morning,Passed
BCH-0050985,MCH-0402,PLT-03,2024-09-29 14:43:56,2024-09-29 20:43:56,1440,29,0.0206,HMI,Afternoon,Failed
BCH-0050986,MCH-0034,PLT-10,2023-01-22 05:50:01,2023-01-22 17:50:01,1860,194,0.1044,Relay,Afternoon,Failed
BCH-0050987,MCH-0011,PLT-10,2023-07-18 07:36:09,2023-07-19 06:36:09,1293,84,0.0652,Sensor,Morning,Passed
BCH-0050988,MCH-0227,PLT-02,2022-12-26 19:20:22,2022-12-26 23:20:22,113,34,0.3086,Relay,Afternoon,Passed
BCH-0050989,MCH-0095,PLT-10,2022-02-09 10:43:51,2022-02-09 21:43:51,210,22,0.1088,PLC,Afternoon,Passed
BCH-0050990,MCH-0298,PLT-01,2022-06-06 00:04:31,2022-06-06 03:04:31,1613,41,0.0259,Relay,Morning,Passed
BCH-0050991,MCH-0076,PLT-03,2024-10-01 07:22:01,2024-10-01 14:22:01,642,62,0.0975,Sensor,Afternoon,Passed
BCH-0050992,MCH-0097,PLT-01,2023-07-11 13:42:09,2023-07-12 05:42:09,1294,59,0.0457,HMI,Night,Passed
BCH-0050993,MCH-0336,PLT-03,2024-03-24 23:48:49,2024-03-25 01:48:49,1819,234,0.129,Relay,Afternoon,Under Review
BCH-0050994,MCH-0101,PLT-07,2022-07-10 04:58:40,2022-07-11 01:58:40,256,56,0.2225,HMI,Morning,Passed
BCH-0050995,MCH-0057,PLT-08,2024-04-07 04:53:46,2024-04-07 20:53:46,527,20,0.0394,Drive,Morning,Passed
BCH-0050996,MCH-0186,PLT-06,2024-07-12 00:32:35,2024-07-12 14:32:35,1598,479,0.3,Drive,Afternoon,Passed
