part_id,supplier_id,machine_id,part_name,stock_qty,unit_cost_usd,last_restocked,reorder_threshold,warehouse_location,lead_time_days
PRT-0063705,SUP-037,MCH-0325,Control Board,109,2192.57,2023-12-31,74,WH-04,2
PRT-0063706,SUP-007,MCH-0128,Power Supply Unit,239,628.01,2023-08-29,80,WH-04,4
PRT-0063707,SUP-039,MCH-0027,Hydraulic Seal,126,1735.72,2022-06-11,13,WH-02,35
PRT-0063708,SUP-038,MCH-0067,Bearing Assembly,438,2350.36,2024-12-20,96,WH-01,22
PRT-0063709,SUP-049,MCH-0428,Proximity Sensor,354,1903.78,2023-11-05,97,WH-01,3
PRT-0063710,SUP-035,MCH-0144,Control Board,353,1217.93,2021-12-21,26,WH-03,30
PRT-0063711,SUP-019,MCH-0333,Servo Motor,321,107.25,2024-12-26,62,WH-01,39
PRT-0063712,SUP-043,MCH-0087,Servo Motor,84,1327.05,2022-08-06,80,WH-03,18
PRT-0063713,SUP-048,MCH-0449,Bearing Assembly,54,914.46,2021-02-28,32,WH-04,14
PRT-0063714,SUP-037,MCH-0428,Encoder Disc,398,275.39,2022-09-27,51,WH-03,12
PRT-0063715,SUP-035,MCH-0110,Control Board,142,2102.09,2023-12-30,95,WH-02,26
PRT-0063716,SUP-031,MCH-0291,Encoder Disc,126,1106.96,2023-10-07,62,WH-01,26
PRT-0063717,SUP-012,MCH-0302,Power Supply Unit,434,539.11,2024-06-03,31,WH-04,19
PRT-0063718,SUP-003,MCH-0229,Bearing Assembly,456,2368.88,2021-01-01,31,WH-02,6
PRT-0063719,SUP-046,MCH-0252,Encoder Disc,23,922.23,2022-06-17,25,WH-01,11
PRT-0063720,SUP-026,MCH-0199,Bearing Assembly,299,1048.71,2023-10-03,14,WH-02,19
PRT-0063721,SUP-022,MCH-0046,Coolant Pump,375,367.2,2023-09-16,11,WH-04,27
PRT-0063722,SUP-048,MCH-0334,Safety Relay,224,1585.55,2021-12-24,96,WH-01,34
PRT-0063723,SUP-017,MCH-0133,Power Supply Unit,386,318.81,2021-04-06,44,WH-01,27
PRT-0063724,SUP-011,MCH-0307,Servo Motor,439,1632.22,2022-02-13,11,WH-04,11
PRT-0063725,SUP-006,MCH-0297,Drive Belt,134,1948.63,2021-05-24,59,WH-04,40
PRT-0063726,SUP-041,MCH-0066,Servo Motor,200,1857.23,2023-02-28,32,WH-04,12
PRT-0063727,SUP-025,MCH-0225,Hydraulic Seal,286,483.8,2024-08-29,24,WH-02,7
PRT-0063728,SUP-040,MCH-0465,Control Board,380,2277.89,2021-12-15,94,WH-01,28
PRT-0063729,SUP-024,MCH-0191,Servo Motor,178,1396.95,2024-03-04,72,WH-02,10
PRT-0063730,SUP-011,MCH-0270,Encoder Disc,352,876.74,2021-10-02,36,WH-01,30
PRT-0063731,SUP-016,MCH-0102,Drive Belt,8,399.82,2024-10-25,88,WH-01,38
PRT-0063732,SUP-010,MCH-0201,Power Supply Unit,225,688.02,2022-09-13,55,WH-01,33
PRT-0063733,SUP-016,MCH-0147,Encoder Disc,73,1024.25,2022-07-30,35,WH-03,42
PRT-0063734,SUP-021,MCH-0159,Servo Motor,8,427.05,2022-01-27,57,WH-02,3
PRT-0063735,SUP-011,MCH-0468,Safety Relay,340,1815.03,2023-10-15,84,WH-01,7
PRT-0063736,SUP-003,MCH-0061,Coolant Pump,471,1419.15,2024-10-30,81,WH-04,44
PRT-0063737,SUP-004,MCH-0032,Safety Relay,253,2041.99,2024-04-12,72,WH-01,9
PRT-0063738,SUP-044,MCH-0141,Coolant Pump,280,1160.11,2022-12-23,18,WH-01,18
PRT-0063739,SUP-006,MCH-0477,Power Supply Unit,467,1967.82,2022-02-13,47,WH-04,40
PRT-0063740,SUP-038,MCH-0011,Drive Belt,256,1603.48,2021-03-10,11,WH-03,38
PRT-0063741,SUP-005,MCH-0385,Drive Belt,100,900.57,2021-12-04,10,WH-04,9
PRT-0063742,SUP-033,MCH-0011,Control Board,387,203.58,2024-12-25,25,WH-01,13
PRT-0063743,SUP-026,MCH-0275,Encoder Disc,23,2478.69,2023-07-09,26,WH-03,23
PRT-0063744,SUP-046,MCH-0454,Proximity Sensor,245,2269.54,2023-03-20,90,WH-04,35
PRT-0063745,SUP-015,MCH-0026,Coolant Pump,459,2385.3,2023-08-31,65,WH-01,36
PRT-0063746,SUP-024,MCH-0453,Bearing Assembly,499,1779.88,2024-03-20,42,WH-04,36
PRT-0063747,SUP-023,MCH-0388,Safety Relay,301,2025.04,2022-09-29,45,WH-02,16
PRT-0063748,SUP-008,MCH-0046,Proximity Sensor,111,818.49,2023-05-03,84,WH-04,6
PRT-0063749,SUP-047,MCH-0442,Servo Motor,205,1620.71,2023-09-26,90,WH-02,29
PRT-0063750,SUP-031,MCH-0260,Power Supply Unit,395,283.92,2023-09-07,36,WH-01,4
PRT-0063751,SUP-050,MCH-0252,Coolant Pump,288,1740.96,2022-08-05,59,WH-02,23
PRT-0063752,SUP-010,MCH-0249,Bearing Assembly,129,2162.61,2022-12-27,83,WH-02,6
PRT-0063753,SUP-043,MCH-0051,Drive Belt,252,814.93,2021-09-04,91,WH-04,17
PRT-0063754,SUP-037,MCH-0116,Coolant Pump,182,2397.2,2021-11-29,12,WH-02,30
PRT-0063755,SUP-034,MCH-0041,Power Supply Unit,299,1967.01,2023-01-15,63,WH-03,23
PRT-0063756,SUP-012,MCH-0230,Safety Relay,398,730.3,2022-01-24,10,WH-02,7
PRT-0063757,SUP-026,MCH-0295,Safety Relay,226,33.18,2023-02-19,55,WH-04,20
PRT-0063758,SUP-005,MCH-0030,Bearing Assembly,195,1790.07,2024-01-23,51,WH-04,22
PRT-0063759,SUP-037,MCH-0052,Safety Relay,145,596.95,2023-12-14,67,WH-01,19
PRT-0063760,SUP-029,MCH-0116,Drive Belt,430,351.15,2021-09-10,27,WH-04,22
PRT-0063761,SUP-041,MCH-0214,Drive Belt,258,1488.1,2022-05-06,76,WH-03,20
PRT-0063762,SUP-014,MCH-0071,Control Board,1,2208.67,2022-03-13,82,WH-04,3
PRT-0063763,SUP-024,MCH-0188,Drive Belt,161,1151.15,2022-12-12,40,WH-04,24
PRT-0063764,SUP-039,MCH-0444,Coolant Pump,472,508.71,2024-11-25,33,WH-01,37
PRT-0063765,SUP-046,MCH-0112,Drive Belt,300,1453.42,2024-01-10,16,WH-03,43
PRT-0063766,SUP-014,MCH-0360,Encoder Disc,453,154.04,2021-05-07,48,WH-03,20
PRT-0063767,SUP-021,MCH-0242,Control Board,207,840.38,2021-10-03,34,WH-04,10
PRT-0063768,SUP-010,MCH-0473,Coolant Pump,453,2495.29,2022-03-30,11,WH-04,12
PRT-0063769,SUP-026,MCH-0023,Encoder Disc,435,1343.65,2023-06-04,85,WH-04,41
PRT-0063770,SUP-012,MCH-0028,Power Supply Unit,222,1380.29,2021-07-19,23,WH-04,22
PRT-0063771,SUP-040,MCH-0246,Proximity Sensor,470,108.02,2024-03-06,90,WH-01,43
PRT-0063772,SUP-016,MCH-0303,Hydraulic Seal,302,742.26,2022-02-28,14,WH-02,18
PRT-0063773,SUP-031,MCH-0271,Bearing Assembly,36,1464.65,2022-02-01,57,WH-02,42
PRT-0063774,SUP-029,MCH-0375,Control Board,101,730.49,2021-03-29,34,WH-04,41
PRT-0063775,SUP-030,MCH-0325,Hydraulic Seal,238,2391.51,2024-11-21,17,WH-03,8
PRT-0063776,SUP-047,MCH-0451,Servo Motor,155,1798.42,2023-12-01,73,WH-04,1
PRT-0063777,SUP-049,MCH-0409,Control Board,18,638.78,2022-03-22,30,WH-04,5
PRT-0063778,SUP-045,MCH-0048,Bearing Assembly,411,333.33,2022-01-08,83,WH-02,11
PRT-0063779,SUP-025,MCH-0277,Coolant Pump,352,2150.41,2021-06-05,20,WH-01,39
PRT-0063780,SUP-038,MCH-0123,Safety Relay,196,2253.01,2021-03-31,25,WH-02,22
PRT-0063781,SUP-041,MCH-0084,Bearing Assembly,78,688.94,2022-09-10,46,WH-01,3
PRT-0063782,SUP-009,MCH-0037,Coolant Pump,386,1008.3,2021-10-18,39,WH-04,20
PRT-0063783,SUP-015,MCH-0251,Coolant Pump,122,775.94,2022-10-15,12,WH-02,35
PRT-0063784,SUP-043,MCH-0305,Encoder Disc,409,892.71,2021-07-21,93,WH-01,17
PRT-0063785,SUP-017,MCH-0401,Servo Motor,331,314.98,2023-08-17,98,WH-01,36
PRT-0063786,SUP-025,MCH-0402,Bearing Assembly,4,1347.63,2021-12-29,21,WH-03,32
PRT-0063787,SUP-029,MCH-0016,Drive Belt,12,1174.09,2021-10-03,21,WH-03,18
PRT-0063788,SUP-044,MCH-0431,Hydraulic Seal,279,362.44,2022-05-15,36,WH-03,39
PRT-0063789,SUP-009,MCH-0453,Servo Motor,406,393.6,2023-04-04,14,WH-03,34
PRT-0063790,SUP-019,MCH-0405,Bearing Assembly,176,294.0,2024-09-22,22,WH-02,27
PRT-0063791,SUP-005,MCH-0193,Power Supply Unit,204,843.84,2023-10-04,68,WH-04,38
PRT-0063792,SUP-046,MCH-0360,Hydraulic Seal,83,1651.28,2021-05-21,16,WH-01,22
PRT-0063793,SUP-036,MCH-0306,Power Supply Unit,74,2116.9,2021-01-25,37,WH-03,38
PRT-0063794,SUP-007,MCH-0411,Control Board,467,1541.47,2024-10-11,79,WH-01,11
PRT-0063795,SUP-036,MCH-0103,Power Supply Unit,360,1660.78,2022-08-25,26,WH-02,29
PRT-0063796,SUP-048,MCH-0337,Encoder Disc,25,1249.84,2023-06-07,48,WH-03,23
PRT-0063797,SUP-001,MCH-0486,Proximity Sensor,36,693.48,2024-05-14,91,WH-03,13
PRT-0063798,SUP-008,MCH-0318,Control Board,334,1824.54,2022-02-16,32,WH-04,24
PRT-0063799,SUP-022,MCH-0324,Servo Motor,383,2448.75,2021-06-23,58,WH-02,27
PRT-0063800,SUP-020,MCH-0402,Power Supply Unit,340,872.97,2021-03-29,98,WH-02,27
PRT-0063801,SUP-011,MCH-0274,Power Supply Unit,394,2387.33,2024-11-08,90,WH-01,31
PRT-0063802,SUP-036,MCH-0322,Proximity Sensor,422,1937.63,2023-02-28,25,WH-03,37
PRT-0063803,SUP-037,MCH-0100,Proximity Sensor,191,504.73,2024-10-10,82,WH-04,42
PRT-0063804,SUP-039,MCH-0447,Encoder Disc,193,962.62,2021-06-28,53,WH-03,36
PRT-0063805,SUP-002,MCH-0115,Bearing Assembly,13,1345.06,2024-07-15,98,WH-03,20
PRT-0063806,SUP-011,MCH-0196,Drive Belt,295,476.28,2023-04-01,79,WH-04,33
PRT-0063807,SUP-043,MCH-0467,Coolant Pump,156,155.16,2022-02-15,44,WH-04,6
PRT-0063808,SUP-039,MCH-0108,Servo Motor,84,276.62,2022-07-05,66,WH-02,40
PRT-0063809,SUP-018,MCH-0061,Control Board,71,1281.13,2021-06-21,24,WH-02,38
PRT-0063810,SUP-003,MCH-0246,Bearing Assembly,270,749.52,2021-04-06,29,WH-02,29
PRT-0063811,SUP-042,MCH-0436,Bearing Assembly,175,932.62,2023-08-11,66,WH-01,39
PRT-0063812,SUP-009,MCH-0419,Encoder Disc,105,2072.02,2023-03-13,77,WH-04,25
PRT-0063813,SUP-041,MCH-0091,Coolant Pump,193,1903.15,2021-08-02,78,WH-01,36
PRT-0063814,SUP-022,MCH-0194,Proximity Sensor,100,2073.95,2023-03-09,41,WH-02,12
PRT-0063815,SUP-032,MCH-0133,Safety Relay,2,1687.96,2022-05-14,41,WH-04,17
PRT-0063816,SUP-042,MCH-0378,Power Supply Unit,96,881.04,2021-04-30,90,WH-03,14
PRT-0063817,SUP-004,MCH-0336,Encoder Disc,31,772.45,2022-06-16,52,WH-04,36
PRT-0063818,SUP-026,MCH-0483,Coolant Pump,482,291.39,2024-03-14,77,WH-01,9
PRT-0063819,SUP-026,MCH-0204,Servo Motor,164,1524.37,2022-09-12,37,WH-02,19
PRT-0063820,SUP-011,MCH-0364,Servo Motor,453,665.45,2024-01-01,16,WH-04,44
PRT-0063821,SUP-048,MCH-0092,Encoder Disc,249,1005.37,2024-02-05,35,WH-03,24
PRT-0063822,SUP-029,MCH-0094,Encoder Disc,10,1685.53,2024-04-29,61,WH-04,1
PRT-0063823,SUP-018,MCH-0263,Coolant Pump,394,1310.74,2024-04-18,94,WH-02,11
PRT-0063824,SUP-043,MCH-0295,Control Board,126,1078.08,2022-09-04,67,WH-03,34
PRT-0063825,SUP-003,MCH-0141,Drive Belt,497,723.24,2024-06-28,15,WH-03,39
PRT-0063826,SUP-040,MCH-0182,Bearing Assembly,310,133.78,2021-02-10,52,WH-03,28
PRT-0063827,SUP-022,MCH-0325,Power Supply Unit,472,302.91,2021-02-19,91,WH-02,32
PRT-0063828,SUP-035,MCH-0329,Servo Motor,163,1716.17,2022-08-03,49,WH-02,5
PRT-0063829,SUP-041,MCH-0252,Servo Motor,11,407.48,2022-04-28,81,WH-02,43
PRT-0063830,SUP-039,MCH-0313,Drive Belt,358,2430.55,2022-04-01,49,WH-03,22
PRT-0063831,SUP-035,MCH-0440,Bearing Assembly,363,1942.25,2021-07-17,85,WH-02,30
PRT-0063832,SUP-041,MCH-0468,Proximity Sensor,246,1655.22,2023-11-24,10,WH-03,5
PRT-0063833,SUP-018,MCH-0312,Proximity Sensor,238,1534.66,2022-11-30,97,WH-04,9
PRT-0063834,SUP-036,MCH-0018,Safety Relay,160,406.57,2024-08-10,32,WH-03,30
PRT-0063835,SUP-018,MCH-0493,Encoder Disc,169,2005.93,2023-05-27,33,WH-02,18
PRT-0063836,SUP-050,MCH-0428,Hydraulic Seal,393,1166.87,2021-03-15,83,WH-04,32
PRT-0063837,SUP-011,MCH-0266,Drive Belt,482,2366.16,2021-04-07,29,WH-02,29
PRT-0063838,SUP-041,MCH-0060,Coolant Pump,368,353.77,2023-05-15,70,WH-02,38
PRT-0063839,SUP-042,MCH-0322,Bearing Assembly,319,1734.94,2022-05-14,14,WH-02,12
PRT-0063840,SUP-002,MCH-0393,Bearing Assembly,146,1983.62,2021-06-19,65,WH-01,42
PRT-0063841,SUP-046,MCH-0013,Drive Belt,372,1256.34,2024-10-11,74,WH-02,35
PRT-0063842,SUP-044,MCH-0056,Bearing Assembly,216,904.98,2023-03-29,15,WH-01,19
PRT-0063843,SUP-002,MCH-0150,Safety Relay,40,2099.11,2023-08-14,20,WH-04,5
PRT-0063844,SUP-033,MCH-0433,Power Supply Unit,357,1354.1,2021-12-21,40,WH-02,18
PRT-0063845,SUP-007,MCH-0355,Control Board,100,103.06,2022-09-20,84,WH-04,4
PRT-0063846,SUP-003,MCH-0340,Safety Relay,116,2171.5,2024-12-20,86,WH-04,6
PRT-0063847,SUP-029,MCH-0140,Hydraulic Seal,153,2086.5,2021-05-31,69,WH-04,7
PRT-0063848,SUP-013,MCH-0301,Coolant Pump,76,2041.29,2023-12-12,84,WH-02,43
PRT-0063849,SUP-012,MCH-0278,Encoder Disc,311,741.55,2023-12-28,34,WH-03,42
PRT-0063850,SUP-001,MCH-0111,Encoder Disc,144,610.81,2024-06-16,33,WH-02,35
PRT-0063851,SUP-001,MCH-0062,Hydraulic Seal,496,1526.93,2023-03-25,86,WH-04,33
PRT-0063852,SUP-022,MCH-0356,Safety Relay,465,340.47,2023-10-27,71,WH-03,27
PRT-0063853,SUP-005,MCH-0331,Servo Motor,240,512.81,2024-12-11,65,WH-04,20
PRT-0063854,SUP-042,MCH-0262,Drive Belt,84,1011.52,2021-03-02,11,WH-02,1
PRT-0063855,SUP-012,MCH-0145,Drive Belt,76,405.5,2023-08-26,22,WH-04,4
PRT-0063856,SUP-002,MCH-0365,Bearing Assembly,441,597.68,2023-05-17,72,WH-01,5
PRT-0063857,SUP-030,MCH-0216,Bearing Assembly,258,2132.75,2022-03-18,61,WH-01,10
PRT-0063858,SUP-015,MCH-0088,Encoder Disc,307,123.72,2024-04-29,38,WH-04,17
PRT-0063859,SUP-032,MCH-0067,Safety Relay,257,251.12,2021-06-14,52,WH-01,8
PRT-0063860,SUP-015,MCH-0484,Control Board,286,499.9,2024-12-25,17,WH-03,14
PRT-0063861,SUP-021,MCH-0408,Power Supply Unit,419,2078.85,2022-06-23,48,WH-03,39
PRT-0063862,SUP-012,MCH-0185,Hydraulic Seal,334,18.72,2021-06-30,41,WH-03,6
PRT-0063863,SUP-028,MCH-0310,Control Board,288,754.48,2021-03-29,73,WH-01,10
PRT-0063864,SUP-013,MCH-0139,Drive Belt,266,668.07,2021-08-26,11,WH-01,4
PRT-0063865,SUP-042,MCH-0216,Power Supply Unit,30,552.75,2023-10-28,35,WH-02,12
PRT-0063866,SUP-034,MCH-0136,Coolant Pump,230,288.46,2022-10-19,68,WH-01,7
PRT-0063867,SUP-028,MCH-0474,Coolant Pump,234,2253.08,2023-08-01,33,WH-02,43
PRT-0063868,SUP-045,MCH-0008,Drive Belt,64,224.74,2022-03-12,85,WH-02,23
PRT-0063869,SUP-043,MCH-0428,Drive Belt,325,104.62,2021-06-17,70,WH-01,28
PRT-0063870,SUP-038,MCH-0123,Control Board,437,2491.6,2024-01-26,71,WH-03,6
PRT-0063871,SUP-024,MCH-0358,Servo Motor,176,1905.17,2021-06-05,98,WH-03,28
PRT-0063872,SUP-035,MCH-0248,Bearing Assembly,324,327.16,2023-04-17,60,WH-03,26
PRT-0063873,SUP-039,MCH-0312,Servo Motor,232,2248.04,2022-05-17,81,WH-03,33
PRT-0063874,SUP-004,MCH-0339,Bearing Assembly,418,979.7,2023-03-02,31,WH-03,27
PRT-0063875,SUP-010,MCH-0076,Power Supply Unit,483,961.9,2022-02-19,65,WH-02,31
PRT-0063876,SUP-013,MCH-0394,Encoder Disc,266,1417.89,2021-02-19,33,WH-02,38
PRT-0063877,SUP-031,MCH-0260,Bearing Assembly,375,2411.33,2021-09-05,28,WH-03,35
PRT-0063878,SUP-041,MCH-0047,Encoder Disc,436,1204.76,2022-12-09,25,WH-03,25
PRT-0063879,SUP-010,MCH-0284,Coolant Pump,461,2034.27,2024-04-28,95,WH-03,18
PRT-0063880,SUP-008,MCH-0378,Encoder Disc,167,1888.4,2021-04-10,30,WH-01,33
PRT-0063881,SUP-028,MCH-0128,Drive Belt,391,1592.57,2023-04-19,25,WH-02,30
PRT-0063882,SUP-042,MCH-0388,Encoder Disc,147,1357.43,2022-11-21,29,WH-02,13
PRT-0063883,SUP-027,MCH-0419,Safety Relay,160,2224.06,2024-05-17,94,WH-04,44
PRT-0063884,SUP-013,MCH-0109,Bearing Assembly,499,947.5,2024-10-30,36,WH-04,24
PRT-0063885,SUP-017,MCH-0139,Servo Motor,292,2285.45,2021-11-05,12,WH-04,18
PRT-0063886,SUP-009,MCH-0434,Control Board,9,2151.99,2022-07-13,60,WH-03,17
PRT-0063887,SUP-042,MCH-0496,Coolant Pump,470,2261.3,2021-10-08,85,WH-04,15
PRT-0063888,SUP-044,MCH-0354,Drive Belt,367,1918.45,2024-09-30,54,WH-01,18
PRT-0063889,SUP-004,MCH-0386,Safety Relay,210,759.46,2021-01-05,92,WH-04,44
PRT-0063890,SUP-017,MCH-0244,Coolant Pump,200,293.88,2021-04-09,61,WH-04,26
PRT-0063891,SUP-024,MCH-0153,Servo Motor,362,1013.83,2021-08-08,76,WH-03,14
PRT-0063892,SUP-013,MCH-0186,Proximity Sensor,240,41.51,2023-05-08,43,WH-01,17
PRT-0063893,SUP-026,MCH-0457,Safety Relay,419,1019.22,2024-03-08,38,WH-02,12
PRT-0063894,SUP-036,MCH-0038,Proximity Sensor,21,1253.07,2023-08-10,37,WH-04,6
PRT-0063895,SUP-017,MCH-0190,Power Supply Unit,367,979.41,2022-04-14,44,WH-04,14
PRT-0063896,SUP-046,MCH-0253,Encoder Disc,112,1261.52,2024-06-09,42,WH-04,38
PRT-0063897,SUP-011,MCH-0436,Servo Motor,269,437.34,2023-05-08,81,WH-04,39
PRT-0063898,SUP-034,MCH-0017,Bearing Assembly,353,1301.88,2024-11-27,52,WH-03,40
PRT-0063899,SUP-032,MCH-0348,Safety Relay,309,644.37,2021-05-05,44,WH-01,9
PRT-0063900,SUP-038,MCH-0138,Power Supply Unit,374,1377.93,2022-07-04,32,WH-04,27
PRT-0063901,SUP-003,MCH-0122,Coolant Pump,494,56.75,2023-12-31,68,WH-01,8
PRT-0063902,SUP-003,MCH-0073,Power Supply Unit,452,81.93,2023-08-16,13,WH-02,12
PRT-0063903,SUP-006,MCH-0366,Coolant Pump,428,1313.18,2021-04-26,99,WH-04,1
PRT-0063904,SUP-036,MCH-0295,Control Board,236,1925.5,2022-11-15,12,WH-04,28
PRT-0063905,SUP-014,MCH-0454,Power Supply Unit,214,748.67,2024-12-17,86,WH-02,30
PRT-0063906,SUP-020,MCH-0418,Bearing Assembly,327,540.05,2024-01-25,84,WH-04,31
PRT-0063907,SUP-027,MCH-0120,Bearing Assembly,186,1748.44,2022-08-12,48,WH-03,23
PRT-0063908,SUP-003,MCH-0147,Proximity Sensor,42,405.04,2023-03-02,69,WH-04,36
PRT-0063909,SUP-047,MCH-0262,Proximity Sensor,449,739.65,2024-06-13,39,WH-04,42
PRT-0063910,SUP-007,MCH-0018,Servo Motor,437,807.54,2023-08-12,82,WH-03,43
PRT-0063911,SUP-037,MCH-0094,Safety Relay,395,62.96,2024-04-20,62,WH-01,23
PRT-0063912,SUP-019,MCH-0353,Proximity Sensor,418,1817.09,2023-02-22,48,WH-02,32
PRT-0063913,SUP-011,MCH-0185,Coolant Pump,117,1743.74,2024-03-13,84,WH-03,21
PRT-0063914,SUP-026,MCH-0142,Servo Motor,66,123.52,2023-12-30,76,WH-04,5
PRT-0063915,SUP-034,MCH-0304,Coolant Pump,182,2170.47,2023-04-13,71,WH-04,40
PRT-0063916,SUP-037,MCH-0270,Power Supply Unit,471,2197.35,2024-09-13,14,WH-04,37
PRT-0063917,SUP-005,MCH-0357,Hydraulic Seal,496,662.71,2021-05-05,23,WH-03,25
PRT-0063918,SUP-026,MCH-0069,Coolant Pump,149,964.4,2024-04-14,12,WH-01,13
PRT-0063919,SUP-028,MCH-0103,Proximity Sensor,271,890.01,2023-06-17,96,WH-01,24
PRT-0063920,SUP-010,MCH-0287,Safety Relay,190,2203.82,2023-02-27,75,WH-03,23
PRT-0063921,SUP-024,MCH-0044,Power Supply Unit,495,1587.02,2022-01-30,34,WH-04,18
PRT-0063922,SUP-028,MCH-0421,Servo Motor,376,290.45,2022-01-03,17,WH-02,19
PRT-0063923,SUP-045,MCH-0144,Drive Belt,478,1880.23,2023-08-24,96,WH-02,22
PRT-0063924,SUP-012,MCH-0078,Proximity Sensor,453,194.39,2021-07-07,60,WH-03,39
PRT-0063925,SUP-013,MCH-0125,Control Board,259,169.1,2021-04-04,70,WH-02,11
PRT-0063926,SUP-008,MCH-0345,Servo Motor,101,296.93,2024-02-06,53,WH-01,32
PRT-0063927,SUP-026,MCH-0335,Bearing Assembly,54,410.45,2022-02-18,91,WH-02,10
PRT-0063928,SUP-030,MCH-0312,Control Board,172,694.99,2022-04-20,42,WH-01,30
PRT-0063929,SUP-027,MCH-0082,Hydraulic Seal,479,2415.63,2024-04-01,81,WH-03,32
PRT-0063930,SUP-003,MCH-0232,Coolant Pump,119,65.33,2023-01-31,36,WH-01,14
PRT-0063931,SUP-011,MCH-0304,Servo Motor,33,2360.06,2022-12-01,34,WH-02,33
PRT-0063932,SUP-035,MCH-0356,Control Board,87,1670.75,2023-01-01,40,WH-02,18
PRT-0063933,SUP-001,MCH-0322,Servo Motor,275,670.79,2023-03-24,69,WH-04,40
PRT-0063934,SUP-014,MCH-0383,Bearing Assembly,409,618.86,2023-03-16,70,WH-03,5
PRT-0063935,SUP-007,MCH-0095,Coolant Pump,307,240.82,2021-09-30,56,WH-04,26
PRT-0063936,SUP-044,MCH-0223,Power Supply Unit,68,1023.4,2022-08-18,16,WH-04,19
PRT-0063937,SUP-016,MCH-0324,Power Supply Unit,44,2041.04,2023-09-01,23,WH-04,18
PRT-0063938,SUP-028,MCH-0074,Drive Belt,0,153.95,2023-10-25,64,WH-03,17
PRT-0063939,SUP-017,MCH-0474,Bearing Assembly,185,2211.49,2022-10-25,87,WH-02,35
PRT-0063940,SUP-009,MCH-0144,Drive Belt,181,2327.58,2024-12-05,67,WH-02,15
PRT-0063941,SUP-045,MCH-0459,Drive Belt,178,791.36,2022-10-26,16,WH-04,15
PRT-0063942,SUP-042,MCH-0182,Coolant Pump,235,363.25,2023-11-11,34,WH-03,23
PRT-0063943,SUP-048,MCH-0361,Coolant Pump,176,716.55,2024-08-13,59,WH-04,28
PRT-0063944,SUP-032,MCH-0435,Safety Relay,40,1735.73,2023-03-15,32,WH-02,13
PRT-0063945,SUP-018,MCH-0069,Drive Belt,377,271.4,2022-12-24,31,WH-02,1
PRT-0063946,SUP-017,MCH-0040,Bearing Assembly,231,1544.01,2022-06-02,99,WH-02,19
PRT-0063947,SUP-029,MCH-0137,Power Supply Unit,392,237.85,2022-03-04,25,WH-03,28
PRT-0063948,SUP-043,MCH-0151,Control Board,229,751.31,2024-08-16,73,WH-03,7
PRT-0063949,SUP-013,MCH-0380,Control Board,367,224.25,2024-12-05,82,WH-03,21
PRT-0063950,SUP-032,MCH-0223,Proximity Sensor,88,1396.08,2021-08-28,98,WH-04,6
PRT-0063951,SUP-034,MCH-0393,Bearing Assembly,241,984.62,2022-08-24,46,WH-01,33
PRT-0063952,SUP-009,MCH-0287,Proximity Sensor,190,1276.88,2023-09-08,36,WH-04,11
PRT-0063953,SUP-003,MCH-0287,Control Board,452,2481.43,2021-11-26,80,WH-03,5
PRT-0063954,SUP-016,MCH-0262,Safety Relay,263,670.56,2021-05-19,45,WH-03,23
PRT-0063955,SUP-026,MCH-0491,Servo Motor,214,1869.2,2024-06-02,14,WH-01,19
PRT-0063956,SUP-003,MCH-0369,Proximity Sensor,20,978.91,2022-02-20,99,WH-01,40
PRT-0063957,SUP-015,MCH-0291,Servo Motor,273,1397.1,2022-10-25,74,WH-04,26
PRT-0063958,SUP-004,MCH-0074,Power Supply Unit,183,194.5,2022-03-27,10,WH-02,8
PRT-0063959,SUP-005,MCH-0315,Safety Relay,499,895.0,2021-02-17,47,WH-01,30
PRT-0063960,SUP-010,MCH-0331,Control Board,446,2415.33,2022-04-18,31,WH-01,7
PRT-0063961,SUP-025,MCH-0132,Hydraulic Seal,220,549.29,2024-02-14,65,WH-04,31
PRT-0063962,SUP-018,MCH-0203,Bearing Assembly,40,994.97,2023-12-16,66,WH-01,31
PRT-0063963,SUP-021,MCH-0280,Proximity Sensor,254,948.59,2024-03-19,18,WH-01,19
PRT-0063964,SUP-045,MCH-0394,Proximity Sensor,441,1935.97,2024-03-22,12,WH-04,8
PRT-0063965,SUP-040,MCH-0135,Coolant Pump,319,2487.59,2021-06-04,27,WH-04,13
PRT-0063966,SUP-005,MCH-0174,Bearing Assembly,152,288.54,2022-08-08,45,WH-01,15
PRT-0063967,SUP-013,MCH-0157,Control Board,138,2306.32,2024-07-11,74,WH-04,12
PRT-0063968,SUP-018,MCH-0307,Proximity Sensor,42,1305.65,2022-01-31,85,WH-04,1
PRT-0063969,SUP-040,MCH-0025,Encoder Disc,123,2422.59,2023-09-07,34,WH-01,6
PRT-0063970,SUP-044,MCH-0143,Coolant Pump,94,753.63,2024-05-16,16,WH-01,9
PRT-0063971,SUP-039,MCH-0419,Coolant Pump,153,1158.22,2021-03-26,57,WH-04,6
PRT-0063972,SUP-025,MCH-0047,Power Supply Unit,206,2344.71,2023-12-29,67,WH-04,40
PRT-0063973,SUP-013,MCH-0440,Safety Relay,10,1410.65,2021-11-02,92,WH-02,3
PRT-0063974,SUP-019,MCH-0346,Drive Belt,172,1831.88,2023-11-23,22,WH-01,24
PRT-0063975,SUP-017,MCH-0267,Coolant Pump,394,399.65,2021-01-30,75,WH-04,20
