defect_id,batch_id,part_id,defect_type,severity,detected_at,detection_method,rework_required,scrap_cost_usd,root_cause
DEF-0052118,BCH-0099094,PRT-0060262,Surface Crack,Minor,2024-07-02 03:04:33,Ultrasonic,False,179.32,Machine Wear
DEF-0052119,BCH-0066126,PRT-0050117,Dimensional Error,Critical,2024-10-02 20:23:53,Visual Inspection,True,42.43,Process Drift
DEF-0052120,BCH-0006873,PRT-0091939,Dimensional Error,Critical,2024-07-07 05:58:10,X-Ray,True,224.42,Operator Error
DEF-0052121,BCH-0018372,PRT-0077090,Calibration Drift,Minor,2024-06-06 07:38:20,X-Ray,False,133.03,Process Drift
DEF-0052122,BCH-0045101,PRT-0063160,Dimensional Error,Critical,2024-11-02 06:26:19,Ultrasonic,False,97.89,Process Drift
DEF-0052123,BCH-0087731,PRT-0048607,Calibration Drift,Major,2022-08-13 15:10:49,Visual Inspection,False,84.94,Process Drift
DEF-0052124,BCH-0035314,PRT-0075265,Assembly Fault,Minor,2023-11-22 05:57:53,Automated Vision,True,52.97,Environmental
DEF-0052125,BCH-0099751,PRT-0041606,Dimensional Error,Minor,2023-04-20 15:08:52,X-Ray,False,352.62,Environmental
DEF-0052126,BCH-0024737,PRT-0071428,Assembly Fault,Minor,2022-07-21 17:37:23,Automated Vision,True,23.11,Operator Error
DEF-0052127,BCH-0005187,PRT-0057550,Surface Crack,Major,2022-04-04 01:05:08,Visual Inspection,False,2.57,Environmental
DEF-0052128,BCH-0079387,PRT-0063526,Weld Failure,Minor,2024-06-23 13:43:45,X-Ray,True,165.61,Operator Error
DEF-0052129,BCH-0018501,PRT-0036309,Material Defect,Minor,2023-05-26 20:40:38,Visual Inspection,False,282.55,Operator Error
DEF-0052130,BCH-0016526,PRT-0008199,Material Defect,Minor,2024-02-04 21:14:01,Visual Inspection,True,39.29,Machine Wear
DEF-0052131,BCH-0004227,PRT-0028247,Material Defect,Minor,2024-01-20 21:51:03,CMM,False,194.73,Supplier Material
DEF-0052132,BCH-0017882,PRT-0000473,Assembly Fault,Major,2023-02-18 19:41:39,Automated Vision,False,147.1,Process Drift
DEF-0052133,BCH-0014317,PRT-0032866,Surface Crack,Major,2023-08-12 17:40:42,Ultrasonic,False,221.9,Machine Wear
DEF-0052134,BCH-0059293,PRT-0098677,Dimensional Error,Minor,2024-12-03 06:30:53,X-Ray,True,521.85,Supplier Material
DEF-0052135,BCH-0078300,PRT-0071250,Dimensional Error,Minor,2022-03-08 13:59:10,X-Ray,True,52.65,Supplier Material
DEF-0052136,BCH-0070216,PRT-0070313,Calibration Drift,Minor,2022-09-10 22:56:54,Visual Inspection,True,73.06,Process Drift
DEF-0052137,BCH-0002048,PRT-0082871,Dimensional Error,Major,2023-06-12 21:06:31,Ultrasonic,True,28.94,Supplier Material
DEF-0052138,BCH-0012343,PRT-0058707,Assembly Fault,Major,2024-04-16 14:13:25,Ultrasonic,False,72.82,Operator Error
DEF-0052139,BCH-0031057,PRT-0054435,Surface Crack,Critical,2024-06-20 18:20:39,Automated Vision,True,127.15,Process Drift
DEF-0052140,BCH-0022153,PRT-0091582,Dimensional Error,Major,2022-12-25 06:56:03,Visual Inspection,True,67.0,Supplier Material
DEF-0052141,BCH-0093196,PRT-0030027,Surface Crack,Minor,2023-05-02 07:33:05,CMM,False,55.62,Machine Wear
DEF-0052142,BCH-0083501,PRT-0012915,Weld Failure,Minor,2023-06-17 19:45:49,X-Ray,False,19.16,Supplier Material
DEF-0052143,BCH-0064151,PRT-0028989,Surface Crack,Minor,2022-11-10 04:12:31,CMM,False,14.3,Machine Wear
DEF-0052144,BCH-0075976,PRT-0095416,Dimensional Error,Major,2024-12-25 23:14:51,X-Ray,True,105.19,Process Drift
DEF-0052145,BCH-0020523,PRT-0086387,Material Defect,Minor,2023-05-30 16:17:21,Automated Vision,True,66.2,Supplier Material
DEF-0052146,BCH-0014638,PRT-0076550,Material Defect,Major,2022-06-09 13:32:35,Automated Vision,False,1.53,Environmental
DEF-0052147,BCH-0023658,PRT-0056096,Calibration Drift,Minor,2023-04-07 12:53:00,Ultrasonic,False,101.58,Machine Wear
DEF-0052148,BCH-0096917,PRT-0013306,Dimensional Error,Minor,2024-01-03 17:36:02,Ultrasonic,False,58.2,Process Drift
DEF-0052149,BCH-0090837,PRT-0080552,Surface Crack,Major,2022-11-12 04:35:51,CMM,True,57.67,Process Drift
DEF-0052150,BCH-0029054,PRT-0033257,Weld Failure,Minor,2024-06-15 22:31:35,Ultrasonic,False,30.11,Machine Wear
DEF-0052151,BCH-0090803,PRT-0029023,Weld Failure,Major,2023-06-30 14:17:02,CMM,False,117.41,Process Drift
DEF-0052152,BCH-0092259,PRT-0074120,Dimensional Error,Critical,2023-11-03 23:32:18,Ultrasonic,True,89.72,Operator Error
DEF-0052153,BCH-0028020,PRT-0013034,Dimensional Error,Minor,2024-06-15 06:00:21,Visual Inspection,False,91.39,Machine Wear
DEF-0052154,BCH-0050377,PRT-0054196,Assembly Fault,Major,2023-08-22 01:19:27,X-Ray,True,154.89,Process Drift
DEF-0052155,BCH-0054571,PRT-0037393,Assembly Fault,Major,2024-07-19 17:58:58,X-Ray,True,242.37,Machine Wear
DEF-0052156,BCH-0010394,PRT-0092234,Assembly Fault,Minor,2023-07-30 08:17:59,CMM,False,250.71,Supplier Material
DEF-0052157,BCH-0035950,PRT-0056217,Dimensional Error,Minor,2023-09-05 06:51:35,Ultrasonic,True,65.91,Supplier Material
DEF-0052158,BCH-0060325,PRT-0005292,Material Defect,Minor,2024-05-24 09:44:32,X-Ray,False,31.68,Supplier Material
DEF-0052159,BCH-0040140,PRT-0022363,Material Defect,Minor,2023-07-10 21:16:03,CMM,False,68.28,Operator Error
DEF-0052160,BCH-0008616,PRT-0004209,Dimensional Error,Major,2024-07-24 10:21:38,X-Ray,True,89.87,Machine Wear
DEF-0052161,BCH-0090564,PRT-0072606,Surface Crack,Minor,2022-02-20 16:42:19,Ultrasonic,False,24.52,Process Drift
DEF-0052162,BCH-0023347,PRT-0091860,Assembly Fault,Major,2023-05-23 18:47:02,X-Ray,True,241.05,Supplier Material
DEF-0052163,BCH-0027727,PRT-0020385,Assembly Fault,Major,2023-07-28 22:28:02,Ultrasonic,True,45.92,Machine Wear
DEF-0052164,BCH-0067305,PRT-0070153,Dimensional Error,Minor,2024-07-25 10:27:46,Visual Inspection,True,208.03,Supplier Material
DEF-0052165,BCH-0090141,PRT-0016885,Surface Crack,Major,2022-06-11 18:56:44,CMM,False,145.66,Machine Wear
DEF-0052166,BCH-0031559,PRT-0097134,Dimensional Error,Minor,2022-01-08 17:50:28,CMM,False,11.16,Machine Wear
DEF-0052167,BCH-0056983,PRT-0075675,Assembly Fault,Minor,2023-03-23 11:37:05,Automated Vision,True,317.49,Machine Wear
DEF-0052168,BCH-0010143,PRT-0018333,Dimensional Error,Minor,2024-01-31 13:18:15,Ultrasonic,False,88.73,Environmental
DEF-0052169,BCH-0033099,PRT-0012259,Weld Failure,Minor,2024-10-27 11:16:28,Automated Vision,False,502.31,Process Drift
DEF-0052170,BCH-0026858,PRT-0067797,Calibration Drift,Minor,2023-10-01 09:22:13,X-Ray,False,72.33,Environmental
DEF-0052171,BCH-0019519,PRT-0025168,Surface Crack,Minor,2023-01-12 07:41:26,CMM,True,16.5,Operator Error
DEF-0052172,BCH-0081304,PRT-0017045,Weld Failure,Major,2024-12-25 03:10:09,Visual Inspection,False,56.99,Supplier Material
DEF-0052173,BCH-0038115,PRT-0091738,Calibration Drift,Minor,2022-02-04 13:48:04,X-Ray,True,228.63,Machine Wear
DEF-0052174,BCH-0015768,PRT-0099218,Calibration Drift,Major,2022-12-28 11:27:11,Ultrasonic,True,1.01,Operator Error
DEF-0052175,BCH-0060901,PRT-0058162,Calibration Drift,Minor,2023-08-14 02:14:06,Automated Vision,True,155.18,Supplier Material
DEF-0052176,BCH-0097951,PRT-0051904,Material Defect,Major,2022-01-03 08:53:01,CMM,False,166.35,Supplier Material
DEF-0052177,BCH-0026489,PRT-0080753,Surface Crack,Minor,2022-07-28 00:08:30,CMM,False,105.46,Operator Error
DEF-0052178,BCH-0092752,PRT-0093874,Surface Crack,Critical,2022-07-14 21:48:06,X-Ray,True,438.21,Environmental
DEF-0052179,BCH-0037005,PRT-0046917,Assembly Fault,Minor,2022-04-18 03:52:29,Visual Inspection,True,31.88,Supplier Material
DEF-0052180,BCH-0071432,PRT-0028808,Assembly Fault,Minor,2022-07-24 09:16:22,Ultrasonic,False,14.61,Supplier Material
DEF-0052181,BCH-0034766,PRT-0095523,Assembly Fault,Critical,2022-02-12 09:06:24,Visual Inspection,True,148.63,Machine Wear
DEF-0052182,BCH-0091670,PRT-0027566,Dimensional Error,Minor,2024-06-24 20:55:37,X-Ray,True,167.23,Operator Error
DEF-0052183,BCH-0036389,PRT-0065515,Calibration Drift,Major,2023-11-02 04:10:35,X-Ray,True,6.82,Process Drift
DEF-0052184,BCH-0097108,PRT-0040954,Calibration Drift,Major,2023-09-13 16:31:47,CMM,False,276.54,Supplier Material
DEF-0052185,BCH-0081212,PRT-0051550,Dimensional Error,Major,2023-08-03 11:02:36,Visual Inspection,False,54.01,Supplier Material
DEF-0052186,BCH-0009117,PRT-0064545,Calibration Drift,Major,2023-08-25 19:42:57,Ultrasonic,False,58.03,Machine Wear
DEF-0052187,BCH-0096115,PRT-0002385,Calibration Drift,Minor,2024-12-21 21:20:14,X-Ray,False,353.7,Supplier Material
DEF-0052188,BCH-0006218,PRT-0051326,Surface Crack,Critical,2024-05-15 21:04:30,Visual Inspection,False,369.55,Supplier Material
DEF-0052189,BCH-0061361,PRT-0069031,Dimensional Error,Minor,2022-06-05 00:52:30,Automated Vision,True,118.42,Supplier Material
DEF-0052190,BCH-0052603,PRT-0079118,Assembly Fault,Minor,2022-03-05 01:56:45,Ultrasonic,False,44.82,Machine Wear
DEF-0052191,BCH-0011743,PRT-0074836,Dimensional Error,Major,2022-11-09 01:58:40,X-Ray,True,19.81,Supplier Material
DEF-0052192,BCH-0069998,PRT-0060371,Assembly Fault,Major,2023-07-09 15:23:22,Ultrasonic,True,30.35,Machine Wear
DEF-0052193,BCH-0071056,PRT-0069058,Material Defect,Minor,2024-01-26 12:37:33,CMM,True,12.47,Environmental
DEF-0052194,BCH-0025572,PRT-0076212,Material Defect,Major,2023-10-28 06:54:47,X-Ray,False,126.48,Machine Wear
DEF-0052195,BCH-0081882,PRT-0071391,Surface Crack,Major,2023-03-12 00:29:15,X-Ray,False,149.84,Supplier Material
DEF-0052196,BCH-0081382,PRT-0072158,Material Defect,Major,2024-09-18 03:54:22,Automated Vision,False,114.09,Machine Wear
DEF-0052197,BCH-0008586,PRT-0000898,Surface Crack,Major,2022-04-14 22:30:00,CMM,False,80.58,Machine Wear
DEF-0052198,BCH-0014283,PRT-0033432,Assembly Fault,Major,2022-05-16 15:59:09,Ultrasonic,True,56.17,Environmental
DEF-0052199,BCH-0051376,PRT-0089682,Dimensional Error,Minor,2023-08-27 16:14:50,Visual Inspection,True,358.77,Supplier Material
DEF-0052200,BCH-0049766,PRT-0097364,Dimensional Error,Critical,2022-01-13 15:09:46,Automated Vision,False,268.24,Machine Wear
DEF-0052201,BCH-0084214,PRT-0031568,Material Defect,Minor,2022-12-24 19:00:10,Visual Inspection,False,237.98,Machine Wear
DEF-0052202,BCH-0044811,PRT-0012762,Calibration Drift,Major,2022-08-13 12:57:06,Automated Vision,True,330.35,Machine Wear
DEF-0052203,BCH-0078009,PRT-0002618,Material Defect,Minor,2024-04-25 02:36:23,Visual Inspection,False,3.01,Supplier Material
DEF-0052204,BCH-0056215,PRT-0035908,Assembly Fault,Minor,2024-05-01 12:19:08,X-Ray,True,176.81,Operator Error
DEF-0052205,BCH-0020764,PRT-0035654,Assembly Fault,Major,2022-04-07 02:23:43,CMM,True,42.4,Machine Wear
DEF-0052206,BCH-0086123,PRT-0005917,Material Defect,Minor,2023-11-23 06:32:57,Ultrasonic,False,92.62,Process Drift
DEF-0052207,BCH-0030771,PRT-0027260,Surface Crack,Major,2023-08-17 10:08:55,Automated Vision,False,125.7,Machine Wear
DEF-0052208,BCH-0003338,PRT-0055043,Dimensional Error,Major,2023-10-28 05:10:35,Automated Vision,False,74.83,Process Drift
DEF-0052209,BCH-0021495,PRT-0010771,Assembly Fault,Major,2023-02-18 03:35:16,Ultrasonic,False,69.19,Operator Error
DEF-0052210,BCH-0018908,PRT-0082634,Surface Crack,Minor,2023-06-28 21:35:01,CMM,False,43.16,Supplier Material
DEF-0052211,BCH-0037252,PRT-0004422,Dimensional Error,Minor,2024-03-19 12:12:05,CMM,True,3.75,Machine Wear
DEF-0052212,BCH-0018706,PRT-0065262,Weld Failure,Critical,2024-07-23 10:37:53,Automated Vision,False,204.5,Machine Wear
DEF-0052213,BCH-0063122,PRT-0083910,Assembly Fault,Critical,2023-03-11 09:53:23,X-Ray,True,285.37,Process Drift
DEF-0052214,BCH-0050952,PRT-0082780,Dimensional Error,Minor,2024-07-12 00:27:30,Visual Inspection,True,294.71,Machine Wear
DEF-0052215,BCH-0014512,PRT-0016675,Material Defect,Minor,2023-07-07 06:37:52,CMM,False,4.04,Operator Error
DEF-0052216,BCH-0051845,PRT-0040167,Weld Failure,Major,2022-03-24 08:08:11,Automated Vision,False,1.86,Supplier Material
DEF-0052217,BCH-0040226,PRT-0015628,Surface Crack,Major,2022-11-23 22:38:04,Ultrasonic,False,129.08,Supplier Material
DEF-0052218,BCH-0007356,PRT-0014449,Calibration Drift,Major,2024-05-12 02:48:29,X-Ray,True,55.33,Supplier Material
DEF-0052219,BCH-0015546,PRT-0047705,Material Defect,Minor,2024-01-09 07:53:55,Visual Inspection,False,11.92,Operator Error
DEF-0052220,BCH-0034307,PRT-0095308,Material Defect,Major,2024-07-25 13:30:39,X-Ray,True,197.39,Operator Error
DEF-0052221,BCH-0083332,PRT-0029088,Assembly Fault,Minor,2024-09-23 14:18:07,Automated Vision,False,32.08,Supplier Material
DEF-0052222,BCH-0063487,PRT-0059332,Dimensional Error,Minor,2024-09-28 20:26:48,X-Ray,True,400.61,Environmental
DEF-0052223,BCH-0034794,PRT-0033406,Surface Crack,Critical,2022-08-17 02:09:50,Automated Vision,True,578.28,Supplier Material
DEF-0052224,BCH-0013487,PRT-0084465,Surface Crack,Major,2023-10-26 09:29:36,Visual Inspection,False,146.36,Machine Wear
DEF-0052225,BCH-0052504,PRT-0075429,Dimensional Error,Critical,2024-05-07 10:07:04,Ultrasonic,False,83.57,Machine Wear
DEF-0052226,BCH-0081253,PRT-0004071,Assembly Fault,Minor,2022-11-09 21:27:05,Visual Inspection,True,24.2,Supplier Material
DEF-0052227,BCH-0027477,PRT-0069264,Assembly Fault,Minor,2022-09-18 20:05:49,CMM,False,251.63,Operator Error
DEF-0052228,BCH-0018301,PRT-0052625,Dimensional Error,Critical,2024-04-01 01:05:43,Automated Vision,False,540.12,Supplier Material
DEF-0052229,BCH-0033603,PRT-0066075,Assembly Fault,Major,2022-06-04 11:53:07,CMM,False,111.07,Process Drift
DEF-0052230,BCH-0004239,PRT-0034035,Weld Failure,Minor,2022-10-25 13:32:57,Automated Vision,False,38.25,Process Drift
DEF-0052231,BCH-0088574,PRT-0023019,Dimensional Error,Major,2024-04-24 06:35:55,CMM,True,123.75,Machine Wear
DEF-0052232,BCH-0068201,PRT-0033567,Assembly Fault,Minor,2022-04-16 08:35:28,X-Ray,False,207.84,Machine Wear
DEF-0052233,BCH-0008599,PRT-0024358,Material Defect,Major,2023-12-31 02:58:01,CMM,False,155.18,Machine Wear
DEF-0052234,BCH-0063787,PRT-0092575,Material Defect,Major,2024-09-25 05:15:27,CMM,True,75.3,Operator Error
DEF-0052235,BCH-0047862,PRT-0017144,Assembly Fault,Critical,2023-04-28 08:42:34,Visual Inspection,True,71.42,Environmental
DEF-0052236,BCH-0060283,PRT-0097885,Weld Failure,Minor,2022-04-17 07:22:39,Ultrasonic,False,86.69,Supplier Material
DEF-0052237,BCH-0013298,PRT-0000963,Material Defect,Major,2022-01-14 20:56:10,Ultrasonic,True,30.07,Operator Error
DEF-0052238,BCH-0009750,PRT-0025973,Dimensional Error,Minor,2023-07-16 11:46:26,CMM,True,39.21,Machine Wear
DEF-0052239,BCH-0093269,PRT-0055334,Dimensional Error,Minor,2023-06-23 13:29:23,Automated Vision,True,7.04,Environmental
DEF-0052240,BCH-0037877,PRT-0082179,Surface Crack,Minor,2024-07-15 00:00:24,Automated Vision,True,220.29,Machine Wear
DEF-0052241,BCH-0086668,PRT-0030151,Surface Crack,Major,2024-05-20 05:55:10,CMM,False,24.47,Environmental
DEF-0052242,BCH-0066289,PRT-0055452,Dimensional Error,Major,2024-05-28 15:12:30,Ultrasonic,False,193.49,Operator Error
DEF-0052243,BCH-0012906,PRT-0055485,Calibration Drift,Major,2022-03-11 00:07:01,Ultrasonic,False,107.68,Process Drift
DEF-0052244,BCH-0088906,PRT-0098192,Calibration Drift,Major,2022-03-15 08:07:24,X-Ray,False,45.53,Process Drift
DEF-0052245,BCH-0068339,PRT-0055649,Surface Crack,Minor,2024-08-29 17:49:25,CMM,False,82.76,Supplier Material
DEF-0052246,BCH-0012657,PRT-0096752,Material Defect,Major,2022-07-27 21:06:34,CMM,True,38.59,Machine Wear
DEF-0052247,BCH-0055099,PRT-0093447,Dimensional Error,Critical,2023-10-29 16:06:54,X-Ray,False,172.34,Process Drift
DEF-0052248,BCH-0025125,PRT-0063350,Material Defect,Major,2022-12-24 15:16:44,Ultrasonic,False,197.52,Environmental
DEF-0052249,BCH-0069484,PRT-0053705,Calibration Drift,Major,2022-01-30 04:39:02,X-Ray,True,13.44,Supplier Material
DEF-0052250,BCH-0025763,PRT-0006889,Material Defect,Major,2022-08-09 14:22:32,X-Ray,False,5.7,Supplier Material
DEF-0052251,BCH-0037427,PRT-0036382,Surface Crack,Critical,2024-03-27 11:55:35,Visual Inspection,False,50.17,Environmental
DEF-0052252,BCH-0089462,PRT-0042129,Dimensional Error,Critical,2022-06-12 08:35:53,Visual Inspection,False,16.76,Process Drift
DEF-0052253,BCH-0095754,PRT-0083456,Dimensional Error,Minor,2022-09-18 09:06:39,CMM,True,97.81,Process Drift
DEF-0052254,BCH-0061169,PRT-0051806,Dimensional Error,Critical,2023-09-28 12:16:28,Visual Inspection,True,28.41,Supplier Material
DEF-0052255,BCH-0007790,PRT-0053150,Assembly Fault,Major,2023-11-22 21:30:41,Visual Inspection,True,274.95,Operator Error
DEF-0052256,BCH-0051349,PRT-0043591,Calibration Drift,Minor,2024-05-04 15:04:03,CMM,True,61.94,Environmental
DEF-0052257,BCH-0039401,PRT-0055552,Material Defect,Minor,2022-11-13 14:53:52,X-Ray,True,304.29,Machine Wear
DEF-0052258,BCH-0031395,PRT-0093092,Surface Crack,Minor,2024-01-19 21:43:44,Visual Inspection,True,457.45,Machine Wear
DEF-0052259,BCH-0062969,PRT-0078145,Dimensional Error,Major,2024-08-24 21:41:04,X-Ray,True,133.79,Process Drift
DEF-0052260,BCH-0036192,PRT-0096235,Calibration Drift,Critical,2022-07-01 14:59:16,X-Ray,False,88.77,Process Drift
DEF-0052261,BCH-0086774,PRT-0014580,Surface Crack,Major,2024-12-10 18:37:19,Automated Vision,False,100.83,Machine Wear
DEF-0052262,BCH-0089034,PRT-0035330,Dimensional Error,Minor,2022-05-19 10:31:24,X-Ray,False,58.69,Operator Error
DEF-0052263,BCH-0078204,PRT-0014894,Dimensional Error,Minor,2022-01-24 06:06:33,Automated Vision,False,232.1,Operator Error
DEF-0052264,BCH-0071962,PRT-0099085,Dimensional Error,Minor,2023-08-26 06:26:26,X-Ray,True,40.84,Supplier Material
DEF-0052265,BCH-0034393,PRT-0085652,Weld Failure,Major,2022-10-19 02:55:48,X-Ray,True,34.11,Process Drift
DEF-0052266,BCH-0070396,PRT-0041392,Material Defect,Critical,2022-01-16 09:44:21,Ultrasonic,False,146.97,Operator Error
DEF-0052267,BCH-0066891,PRT-0065130,Surface Crack,Minor,2024-03-20 12:15:50,X-Ray,True,1.78,Operator Error
DEF-0052268,BCH-0015242,PRT-0097443,Surface Crack,Minor,2024-08-01 01:12:51,X-Ray,True,217.02,Environmental
DEF-0052269,BCH-0035137,PRT-0068932,Surface Crack,Minor,2023-08-23 08:27:43,Automated Vision,False,7.82,Operator Error
DEF-0052270,BCH-0023554,PRT-0087844,Dimensional Error,Major,2024-04-07 15:27:39,Automated Vision,False,6.65,Operator Error
DEF-0052271,BCH-0076852,PRT-0047189,Dimensional Error,Critical,2024-12-18 04:45:51,CMM,True,37.05,Supplier Material
DEF-0052272,BCH-0006494,PRT-0025719,Assembly Fault,Critical,2024-04-11 13:23:33,X-Ray,False,41.37,Machine Wear
DEF-0052273,BCH-0071238,PRT-0080530,Surface Crack,Critical,2024-05-14 17:08:22,Ultrasonic,True,185.5,Supplier Material
DEF-0052274,BCH-0011636,PRT-0079894,Calibration Drift,Minor,2023-04-26 01:23:01,Visual Inspection,True,43.97,Environmental
DEF-0052275,BCH-0047010,PRT-0020815,Assembly Fault,Major,2024-11-13 02:48:47,Automated Vision,True,139.59,Operator Error
DEF-0052276,BCH-0008337,PRT-0034086,Surface Crack,Minor,2023-06-25 12:57:44,Ultrasonic,False,17.52,Process Drift
DEF-0052277,BCH-0065254,PRT-0016432,Material Defect,Minor,2024-10-13 14:15:41,CMM,True,14.4,Machine Wear
DEF-0052278,BCH-0058765,PRT-0056959,Dimensional Error,Minor,2023-03-28 16:48:46,Ultrasonic,True,12.35,Machine Wear
DEF-0052279,BCH-0066513,PRT-0024246,Weld Failure,Major,2023-12-27 12:06:39,X-Ray,True,2.18,Supplier Material
DEF-0052280,BCH-0082219,PRT-0046597,Material Defect,Minor,2022-02-14 20:15:59,Ultrasonic,False,63.47,Supplier Material
DEF-0052281,BCH-0062295,PRT-0063338,Calibration Drift,Critical,2022-11-04 03:31:30,Ultrasonic,False,7.6,Operator Error
DEF-0052282,BCH-0098952,PRT-0030792,Calibration Drift,Critical,2024-09-04 16:22:47,Visual Inspection,False,15.1,Operator Error
DEF-0052283,BCH-0092316,PRT-0039707,Calibration Drift,Major,2022-07-31 20:50:33,CMM,True,45.81,Process Drift
DEF-0052284,BCH-0049158,PRT-0075329,Calibration Drift,Minor,2022-07-16 12:14:06,Automated Vision,True,279.65,Supplier Material
DEF-0052285,BCH-0059584,PRT-0043928,Surface Crack,Minor,2022-12-27 14:27:03,Ultrasonic,False,15.04,Operator Error
DEF-0052286,BCH-0031184,PRT-0043495,Surface Crack,Critical,2023-05-05 14:41:09,Ultrasonic,False,167.15,Machine Wear
DEF-0052287,BCH-0058867,PRT-0036689,Weld Failure,Major,2022-07-06 08:05:45,Visual Inspection,True,177.49,Operator Error
DEF-0052288,BCH-0038239,PRT-0049314,Dimensional Error,Minor,2022-01-06 10:49:10,Visual Inspection,False,52.14,Machine Wear
DEF-0052289,BCH-0055203,PRT-0060141,Material Defect,Major,2023-09-18 04:40:50,Ultrasonic,False,220.26,Process Drift
DEF-0052290,BCH-0043197,PRT-0024540,Dimensional Error,Minor,2024-03-06 01:15:04,CMM,True,61.37,Operator Error
DEF-0052291,BCH-0042263,PRT-0029504,Material Defect,Major,2022-11-26 15:43:12,X-Ray,False,42.51,Machine Wear
DEF-0052292,BCH-0061716,PRT-0099593,Dimensional Error,Minor,2023-04-26 16:07:40,Visual Inspection,True,135.36,Operator Error
DEF-0052293,BCH-0002931,PRT-0039067,Material Defect,Major,2023-03-04 03:25:04,Visual Inspection,False,26.05,Operator Error
DEF-0052294,BCH-0090558,PRT-0067302,Calibration Drift,Major,2024-10-07 05:45:42,Visual Inspection,True,254.79,Environmental
DEF-0052295,BCH-0005026,PRT-0033456,Assembly Fault,Major,2024-06-22 10:32:59,Visual Inspection,False,77.27,Supplier Material
DEF-0052296,BCH-0077691,PRT-0062867,Weld Failure,Minor,2024-03-06 06:00:50,Automated Vision,True,221.14,Process Drift
DEF-0052297,BCH-0002305,PRT-0015100,Dimensional Error,Minor,2023-07-20 01:12:44,Automated Vision,False,128.3,Supplier Material
DEF-0052298,BCH-0090760,PRT-0033412,Assembly Fault,Major,2022-01-03 02:20:29,X-Ray,False,17.26,Process Drift
DEF-0052299,BCH-0063052,PRT-0011739,Material Defect,Minor,2023-08-29 00:59:35,X-Ray,False,5.53,Environmental
DEF-0052300,BCH-0004562,PRT-0036053,Calibration Drift,Minor,2024-12-18 15:37:16,Automated Vision,True,54.85,Machine Wear
DEF-0052301,BCH-0077916,PRT-0026086,Dimensional Error,Major,2024-12-02 04:57:59,Automated Vision,False,46.65,Machine Wear
DEF-0052302,BCH-0064029,PRT-0056421,Dimensional Error,Critical,2023-01-12 13:35:19,Visual Inspection,False,25.22,Machine Wear
DEF-0052303,BCH-0005153,PRT-0086868,Surface Crack,Minor,2024-06-03 15:55:18,Visual Inspection,False,170.26,Machine Wear
DEF-0052304,BCH-0000128,PRT-0099820,Calibration Drift,Minor,2023-02-04 06:49:04,Ultrasonic,False,111.23,Supplier Material
DEF-0052305,BCH-0055102,PRT-0097003,Material Defect,Major,2022-01-14 23:53:27,CMM,True,353.42,Machine Wear
DEF-0052306,BCH-0091013,PRT-0037703,Surface Crack,Major,2023-10-14 02:52:22,X-Ray,False,34.35,Machine Wear
DEF-0052307,BCH-0036348,PRT-0007528,Assembly Fault,Minor,2024-10-31 02:53:41,Ultrasonic,True,41.82,Machine Wear
DEF-0052308,BCH-0035278,PRT-0013224,Assembly Fault,Minor,2024-08-28 13:02:54,Automated Vision,False,13.84,Supplier Material
DEF-0052309,BCH-0065361,PRT-0078859,Assembly Fault,Minor,2023-08-29 22:42:37,CMM,False,167.69,Machine Wear
DEF-0052310,BCH-0098903,PRT-0011886,Surface Crack,Major,2024-02-29 07:57:43,Visual Inspection,True,11.63,Process Drift
DEF-0052311,BCH-0017666,PRT-0098194,Material Defect,Critical,2023-11-07 04:08:27,Visual Inspection,True,23.82,Supplier Material
DEF-0052312,BCH-0093982,PRT-0063084,Surface Crack,Minor,2023-11-14 19:31:12,CMM,True,319.15,Supplier Material
DEF-0052313,BCH-0006857,PRT-0056390,Calibration Drift,Minor,2023-03-24 19:47:18,X-Ray,True,153.96,Environmental
DEF-0052314,BCH-0082511,PRT-0052476,Assembly Fault,Minor,2022-01-08 20:57:16,Visual Inspection,True,313.73,Supplier Material
DEF-0052315,BCH-0030405,PRT-0082565,Assembly Fault,Minor,2023-01-26 12:46:36,Visual Inspection,True,114.83,Process Drift
DEF-0052316,BCH-0027249,PRT-0003022,Weld Failure,Minor,2022-11-14 19:18:39,Visual Inspection,True,199.61,Process Drift
DEF-0052317,BCH-0034700,PRT-0079706,Assembly Fault,Minor,2023-08-06 15:57:39,Visual Inspection,False,156.75,Machine Wear
DEF-0052318,BCH-0039890,PRT-0016470,Dimensional Error,Critical,2024-05-06 10:40:37,Ultrasonic,False,145.48,Environmental
DEF-0052319,BCH-0015370,PRT-0058708,Material Defect,Minor,2024-09-23 08:56:51,Ultrasonic,False,11.0,Machine Wear
DEF-0052320,BCH-0091912,PRT-0092389,Calibration Drift,Major,2022-02-08 05:55:46,Automated Vision,True,329.0,Machine Wear
DEF-0052321,BCH-0063475,PRT-0035447,Calibration Drift,Minor,2022-10-06 19:48:27,Automated Vision,False,355.23,Environmental
DEF-0052322,BCH-0033943,PRT-0023465,Assembly Fault,Major,2023-07-06 12:58:27,CMM,True,192.1,Process Drift
DEF-0052323,BCH-0005625,PRT-0011917,Dimensional Error,Minor,2023-12-13 08:16:40,Automated Vision,False,17.61,Operator Error
DEF-0052324,BCH-0091513,PRT-0088837,Weld Failure,Major,2024-12-09 14:08:13,CMM,True,297.2,Operator Error
